# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 260:         5.180       52.100       1.90  DE BILT
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DDVEC    = Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable); 
# FHVEC    = Vector mean windspeed (in 0.1 m/s); 
# FG       = Daily mean windspeed (in 0.1 m/s); 
# FHX      = Maximum hourly mean windspeed (in 0.1 m/s); 
# FHXH     = Hourly division in which FHX was measured; 
# FHN      = Minimum hourly mean windspeed (in 0.1 m/s); 
# FHNH     = Hourly division in which FHN was measured; 
# FXX      = Maximum wind gust (in 0.1 m/s); 
# FXXH     = Hourly division in which FXX was measured; 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# TN       = Minimum temperature (in 0.1 degrees Celsius); 
# TNH      = Hourly division in which TN was measured; 
# TX       = Maximum temperature (in 0.1 degrees Celsius); 
# TXH      = Hourly division in which TX was measured; 
# T10N     = Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius); 
# T10NH    = 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
# SQ       = Sunshine duration (in 0.1 hour) calculated from global radiation (-1 for <0.05 hour); 
# SP       = Percentage of maximum potential sunshine duration; 
# Q        = Global radiation (in J/cm2); 
# DR       = Precipitation duration (in 0.1 hour); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHX      = Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHXH     = Hourly division in which RHX was measured; 
# EV24     = Potential evapotranspiration (Makkink) (in 0.1 mm); 
# PG       = Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values; 
# PX       = Maximum hourly sea level pressure (in 0.1 hPa); 
# PXH      = Hourly division in which PX was measured; 
# PN       = Minimum hourly sea level pressure (in 0.1 hPa); 
# PNH      = Hourly division in which PN was measured; 
# VVN      = Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVNH     = Hourly division in which VVN was measured; 
# VVX      = Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVXH     = Hourly division in which VVX was measured; 
# NG       = Mean daily cloud cover (in octants, 9=sky invisible); 
# UG       = Daily mean relative atmospheric humidity (in percents); 
# UX       = Maximum relative atmospheric humidity (in percents); 
# UXH      = Hourly division in which UX was measured; 
# UN       = Minimum relative atmospheric humidity (in percents); 
# UNH      = Hourly division in which UN was measured; 
# 
# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH, EV24,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH
# 
  350,20190718,  216,   25,   28,   50,   11,   10,    1,  100,   20,  192,  152,    1,  232,   10,  129,    6,   30,   19, 1481,    0,   -1,   -1,    1,   27,10115,10126,   24,10107,    6,   61,    5,   75,   13,    8,   70,   87,   24,   51,   10
  350,20190719,  205,   22,   26,   40,   13,   10,   20,   80,   15,  203,  140,    5,  257,   16,  126,    6,   64,   40, 2053,    0,    0,    0,    1,   38,10131,10142,    9,10112,   24,   61,    8,   82,   19,    7,   64,   91,    3,   41,   15
  350,20190720,  220,   21,   31,   50,    6,   10,    9,  100,   15,  206,  169,   24,  261,   13,  159,   24,   53,   33, 1322,   12,   39,   28,   16,   24,10110,10151,   24,10092,    5,   68,    9,   82,   19,    5,   71,   85,    9,   56,   13
  350,20190721,  283,   21,   25,   40,   12,    0,   24,   80,   13,  192,  144,    5,  243,   14,  116,   24,   78,   49, 2086,    0,    0,    0,    1,   37,10208,10234,   22,10156,    1,   58,    5,   82,   17,    5,   70,   95,    4,   48,   13
  350,20190722,  259,   24,   28,   50,    9,    0,    2,  100,   11,  216,  126,    4,  293,   17,   96,    6,  127,   80, 2674,    0,    0,    0,    1,   50,10228,10236,    9,10217,   18,   62,    4,   82,   10,    3,   65,   92,    4,   40,   14
  350,20190723,  110,   17,   20,   30,    9,    0,    1,   70,   14,  261,  143,    3,  346,   16,  106,    6,  147,   92, 2751,    0,    0,    0,    1,   55,10191,10222,    1,10153,   24,   62,    3,   82,   18,    1,   54,   96,    1,   25,   16
  350,20190724,  226,    7,   30,   70,   16,   10,   22,  110,   16,  284,  198,   24,  392,   14,  152,   24,  134,   85, 2544,    0,    0,    0,    1,   52,10139,10155,   21,10125,   14,   61,   24,   80,    1,    2,   51,   86,   24,   18,   13
  350,20190725,  111,   25,   27,   40,    9,   10,    2,   80,   12,  308,  172,    4,  407,   15,  133,    6,  127,   80, 2477,    0,    0,    0,    1,   53,10130,10155,    2,10104,   20,   58,    4,   80,   12,    2,   48,   93,    3,   20,   15
  350,20190726,  358,    7,   44,   70,    1,   20,   21,  150,   18,  277,  194,   23,  389,   13,  187,   24,   95,   60, 2320,   15,  136,  133,   18,   47,10083,10122,    1,10052,   20,   61,   24,   80,    6,    4,   56,   89,   24,   24,   12
  350,20190727,  274,   21,   26,   40,    6,   10,   10,   80,    6,  195,  184,   21,  214,   10,  183,   24,    0,    0,  498,   70,  167,   54,    6,    9,10031,10048,    1,10022,   21,   14,    4,   64,   16,    8,   93,   98,   22,   84,   10
  350,20190728,  262,   26,   28,   40,   13,   10,   22,   80,   13,  179,  146,   24,  191,   13,  129,   24,    0,    0,  373,   57,   47,   16,    3,    7,10048,10096,   24,10014,    2,   38,    1,   70,   15,    7,   94,   98,    1,   88,   19
  350,20190729,  207,   11,   20,   30,    2,    0,   20,   60,    8,  194,  127,    5,  256,   16,  114,    6,  114,   73, 2215,    0,    0,    0,    1,   40,10112,10120,   21,10098,    1,   50,    1,   81,   17,    1,   72,   98,    1,   42,   15
  350,20190730,  198,   29,   34,   60,   14,   10,    3,  110,   14,  221,  130,    5,  287,   14,   96,    6,  133,   85, 2500,    0,    0,    0,    1,   47,10111,10130,   24,10104,    8,   62,    5,   83,   21,    3,   59,   97,    4,   32,   14
  350,20190731,  209,   40,   41,   60,   11,   20,   24,  120,   11,  179,  127,   24,  223,   13,  112,   24,   34,   22, 1091,    1,    4,    4,   14,   19,10150,10167,   24,10128,    1,   68,   13,   82,   16,    5,   72,   86,   24,   58,   15
