# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 260:         5.180       52.100       1.90  DE BILT
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DDVEC    = Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable); 
# FHVEC    = Vector mean windspeed (in 0.1 m/s); 
# FG       = Daily mean windspeed (in 0.1 m/s); 
# FHX      = Maximum hourly mean windspeed (in 0.1 m/s); 
# FHXH     = Hourly division in which FHX was measured; 
# FHN      = Minimum hourly mean windspeed (in 0.1 m/s); 
# FHNH     = Hourly division in which FHN was measured; 
# FXX      = Maximum wind gust (in 0.1 m/s); 
# FXXH     = Hourly division in which FXX was measured; 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# TN       = Minimum temperature (in 0.1 degrees Celsius); 
# TNH      = Hourly division in which TN was measured; 
# TX       = Maximum temperature (in 0.1 degrees Celsius); 
# TXH      = Hourly division in which TX was measured; 
# T10N     = Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius); 
# T10NH    = 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
# SQ       = Sunshine duration (in 0.1 hour) calculated from global radiation (-1 for <0.05 hour); 
# SP       = Percentage of maximum potential sunshine duration; 
# Q        = Global radiation (in J/cm2); 
# DR       = Precipitation duration (in 0.1 hour); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHX      = Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHXH     = Hourly division in which RHX was measured; 
# EV24     = Potential evapotranspiration (Makkink) (in 0.1 mm); 
# PG       = Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values; 
# PX       = Maximum hourly sea level pressure (in 0.1 hPa); 
# PXH      = Hourly division in which PX was measured; 
# PN       = Minimum hourly sea level pressure (in 0.1 hPa); 
# PNH      = Hourly division in which PN was measured; 
# VVN      = Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVNH     = Hourly division in which VVN was measured; 
# VVX      = Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVXH     = Hourly division in which VVX was measured; 
# NG       = Mean daily cloud cover (in octants, 9=sky invisible); 
# UG       = Daily mean relative atmospheric humidity (in percents); 
# UX       = Maximum relative atmospheric humidity (in percents); 
# UXH      = Hourly division in which UX was measured; 
# UN       = Minimum relative atmospheric humidity (in percents); 
# UNH      = Hourly division in which UN was measured; 
# 
# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH, EV24,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH
# 
  350,19990718,   47,    6,   20,   40,   18,    0,    1,   70,   19,  225,  135,    5,  300,   15,   98,    6,  134,   83, 2575,    0,    0,    0,    1,   49,10149,10175,    1,10125,   24,   10,    3,   80,   21,    3,   70,   98,    2,   41,   15
  350,19990719,  221,   28,   35,   60,   11,   10,    1,  100,   12,  220,  156,    3,  283,   13,  119,    6,   66,   41, 1926,    4,    6,    6,    7,   36,10115,10124,   23,10100,   17,   10,    3,   75,   19,    5,   74,   98,    4,   52,   16
  350,19990720,  214,   44,   46,   70,   10,   20,    3,  130,   11,  207,  162,    3,  250,   11,  145,    6,   61,   38, 1676,    2,    1,    1,   14,   31,10103,10115,    1,10091,   17,   45,   13,   80,   17,    5,   73,   89,    4,   55,   10
  350,19990721,  242,   49,   50,   70,   13,   40,    1,  140,   13,  171,  153,   24,  194,   16,  143,   24,   36,   23, 1083,    0,   -1,   -1,    9,   19,10130,10145,   20,10105,    1,   60,    5,   80,   13,    6,   67,   84,    4,   50,   17
  350,19990722,  279,   40,   46,   70,    9,   20,    4,  120,   10,  146,  129,   23,  194,   10,  124,   24,   15,    9,  902,   68,   78,   24,   14,   15,10167,10216,   24,10135,    3,   22,   14,   80,    9,    7,   85,   96,   14,   56,   10
  350,19990723,  312,   30,   33,   60,   13,   10,   22,   90,   12,  153,  114,   23,  192,   16,   93,   24,   30,   19, 1352,    0,   -1,   -1,    4,   22,10237,10249,   23,10216,    1,   68,   23,   80,    5,    6,   72,   89,   23,   55,   13
  350,19990724,  264,   19,   22,   40,   16,    0,   22,   60,   11,  196,  139,   24,  261,   13,  110,   24,   74,   47, 1939,    0,    0,    0,    1,   35,10229,10242,    1,10213,   24,   60,    9,   70,   18,    4,   71,   95,   24,   51,   16
  350,19990725,    6,   17,   26,   60,   18,    0,    1,   90,   18,  208,  125,    4,  285,   14,   96,    6,   94,   59, 2124,    0,    0,    0,    1,   39,10201,10212,    1,10186,   16,   56,    3,   80,   23,    3,   72,   97,    2,   45,   12
  350,19990726,   26,   53,   54,   70,   15,   40,    2,  110,   12,  177,  123,   24,  228,   14,  109,   24,   89,   56, 2259,    0,    0,    0,    1,   39,10223,10242,   24,10206,    1,   75,   20,   80,    1,    3,   69,   89,    2,   49,   13
  350,19990727,   43,   53,   54,   70,    8,   30,    4,  120,    8,  168,   86,    5,  234,   15,   68,    6,  145,   92, 2750,    0,    0,    0,    1,   47,10223,10241,    2,10205,   17,   70,   24,   82,    7,    1,   65,   91,    4,   47,   14
  350,19990728,   50,   48,   49,   70,   11,   30,    4,  120,   11,  188,  105,    4,  263,   16,   92,    6,  145,   93, 2714,    0,    0,    0,    1,   48,10205,10218,    2,10192,   16,   68,    4,   80,   11,    1,   62,   93,    4,   38,   12
  350,19990729,   60,   33,   38,   70,   11,   20,    4,  110,   11,  212,  126,    3,  286,   16,   88,    6,  145,   93, 2611,    0,    0,    0,    1,   49,10190,10206,    7,10171,   18,   62,    4,   80,    8,    1,   57,   95,    4,   31,   15
  350,19990730,   82,   24,   26,   40,   10,   10,    5,   80,   10,  225,  138,    5,  298,   15,   89,    6,  130,   84, 2539,    0,    0,    0,    1,   48,10158,10173,    1,10146,   17,   68,   21,   80,    1,    2,   53,   79,    1,   30,   13
  350,19990731,  114,   22,   22,   40,   13,   10,    2,   80,   13,  226,  141,    5,  307,   15,   92,    6,  121,   78, 2295,    0,    0,    0,    1,   44,10143,10150,    8,10132,   17,   68,    7,   80,   15,    5,   52,   84,    5,   24,   15
